graph;K;solution;size;gap;runtime(s);optimal?
w_lit_graph_400_20_3.txt;0.25;[23, 88, 100, 135, 136, 145, 182, 224, 249, 341, 370, 378, 385];13;0.38461538461538464;900.07;False
w_lit_graph_400_20_3.txt;0.5;[70, 88, 94, 125, 136, 153, 156, 166, 221, 226, 252, 258, 351, 378, 385];15;0.4;900.01;False
w_lit_graph_400_20_3.txt;0.75;[9, 54, 57, 70, 88, 117, 136, 153, 224, 226, 261, 269, 290, 296, 336, 378, 385, 398];18;0.4444444444444444;900.06;False
w_lit_graph_400_20_3.txt;1;[13, 58, 113, 125, 135, 156, 172, 220, 226, 228, 249, 257, 258, 262, 263, 265, 290, 335, 341, 358, 378];21;0.42857142857142855;900.06;False
w_lit_graph_200_30_1.txt;0.1;[33, 78, 126, 141, 150, 199];6;0.0;7.42;True
w_lit_graph_200_30_1.txt;0.25;[2, 21, 73, 78, 108, 155, 184];7;0.0;90.19;True
w_lit_graph_200_30_1.txt;0.5;[29, 35, 72, 120, 127, 141, 150, 156];8;0.0;237.1;True
w_lit_graph_200_30_1.txt;0.75;[2, 12, 29, 33, 85, 111, 141, 142, 156, 184];10;0.2;900.19;False
w_lit_graph_200_30_1.txt;1;[10, 29, 33, 50, 53, 73, 78, 95, 99, 127, 150, 156];12;0.25;900.03;False
w_lit_graph_200_30_4.txt;0.1;[4, 9, 10, 18, 65, 192];6;0.0;89.35;True
w_lit_graph_200_30_4.txt;0.25;[18, 28, 48, 119, 157, 180, 192];7;0.0;114.8;True
w_lit_graph_200_30_4.txt;0.5;[12, 28, 54, 106, 112, 127, 153, 156, 173];9;0.2222222222222222;900.15;False
w_lit_graph_200_30_4.txt;0.75;[1, 8, 42, 49, 86, 92, 94, 112, 153, 173];10;0.2;900.28;False
w_lit_graph_200_30_4.txt;1;[1, 8, 11, 18, 92, 106, 112, 127, 153, 161, 167, 173];12;0.25;900.08;False
w_lit_graph_200_30_3.txt;0.1;[18, 37, 56, 62, 101, 171];6;0.0;55.23;True
w_lit_graph_200_30_3.txt;0.25;[20, 24, 41, 56, 81, 110, 121];7;0.0;137.5;True
w_lit_graph_200_30_3.txt;0.5;[17, 21, 64, 87, 95, 97, 110, 149, 198];9;0.2222222222222222;900.12;False
w_lit_graph_200_30_3.txt;0.75;[21, 56, 62, 78, 87, 89, 135, 139, 144, 184, 198];11;0.2727272727272727;900.19;False
w_lit_graph_200_30_3.txt;1;[18, 24, 56, 62, 81, 106, 136, 153, 159, 160, 193, 197];12;0.25;900.11;False
w_lit_graph_300_50_4.txt;0.1;[48, 160, 205, 252];4;0.0;375.07;True
w_lit_graph_300_50_4.txt;0.25;[26, 32, 178, 187, 260];5;0.0;293.38;True
w_lit_graph_300_50_4.txt;0.5;[32, 80, 125, 178, 226, 241];6;0.16666666666666666;900.06;False
w_lit_graph_300_50_4.txt;0.75;[31, 53, 59, 107, 146, 151, 175, 268];8;0.375;900.1;False
w_lit_graph_300_50_4.txt;1;[31, 105, 124, 142, 151, 192, 214, 292];8;0.25;900.01;False
w_lit_graph_100_20_1.txt;0.1;[27, 29, 41, 63, 64, 77, 87, 93];8;0.0;0.33;True
w_lit_graph_100_20_1.txt;0.25;[28, 42, 45, 54, 57, 64, 87, 88];8;0.0;0.4;True
w_lit_graph_100_20_1.txt;0.5;[6, 12, 18, 27, 29, 41, 50, 87, 93, 97];10;0.0;0.8;True
w_lit_graph_100_20_1.txt;0.75;[8, 12, 18, 27, 29, 41, 50, 77, 86, 87, 90, 93];12;0.0;6.58;True
w_lit_graph_100_20_1.txt;1;[2, 7, 12, 18, 27, 29, 50, 75, 77, 86, 87, 90, 93];13;0.0;2.33;True
w_lit_graph_300_40_2.txt;0.1;[21, 34, 98, 111, 162, 248];6;0.16666666666666666;900.01;False
w_lit_graph_300_40_2.txt;0.25;[8, 16, 50, 65, 116, 208];6;0.0;178.08;True
w_lit_graph_300_40_2.txt;0.5;[4, 24, 62, 71, 157, 187, 199, 253];8;0.25;900.02;False
